WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc
RSL_1263,41.691,140.4467,"Kikonai
",,Japan,Hokkaido,Sea Level Indicator,Beach deposit or beachrock,"Sand and clay terrace deposits
",Not reported,30.3,34.1,,,,0.16,2.8,Not reported,30.14,34.1287269027135,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,1.0,4.0,"Miyauchi and Yagi, 1984
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-72.2461807081405,-38.117453805427004,-3.988726902713502,30.14,64.2687269027135,98.397453805427,132.5261807081405
RSL_1279,41.6567,140.3404,"Shiriuchi
",,Japan,Hokkaido,Sea Level Indicator,Beach deposit or beachrock,"Sand and clay terrace deposits
",Topographic map and digital elevation models,20.0,4.0,,,,0.16,2.8,Not reported,19.84,4.237924020083418,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,4.0,4.0,"Miyauchi and Yagi, 1984
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,7.1262279397497466,11.364151959833164,15.602075979916581,19.84,24.07792402008342,28.315848040166834,32.55377206025025
RSL_1280,43.0489,140.5072,"Takinoma
",,Japan,Hokkaido,Sea Level Indicator,Beach deposit or beachrock,"Sand, Gravel Terrace Deposits

",Metered tape or rod,22.1,2.2,,,,-0.38,2.2,Not reported,22.48,2.459674775249769,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,4.0,4.0,"Amano et al., 2018
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,15.100975674250694,17.560650449500464,20.02032522475023,22.48,24.93967477524977,27.399349550499537,29.859024325749306
RSL_1335,43.0802,140.4812,"Terukishi
",,Japan,Hokkaido,Sea Level Indicator,Beach deposit or beachrock,"Sand, Gravel Terrace Deposits
",Metered tape or rod,25.2,2.5,,,,-0.38,2.2,Not reported,25.58,2.7313000567495327,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,4.0,4.0,"Amano et al., 2018
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,17.3860998297514,20.117399886500934,22.848699943250466,25.58,28.31130005674953,31.042600113499063,33.773900170248595
RSL_954,44.0496,144.1504,"Abashiri
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,33.5,35.7,,,,0.56,3.17,Not reported,32.94,35.73516790222204,Other age constraint,Older than,KP-IV,,,,,,,,,120.0,120.0,,,1.0,4.0,"Okumura, 1996
 Machida et al., 1987",Evan Tam,2020-11-25 13:35:36,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,Stratigraphic constraint,-74.26550370666612,-38.53033580444408,-2.7951679022220404,32.94,68.67516790222203,104.41033580444407,140.14550370666612
RSL_956,40.9151,140.6614,"Aburakawa
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,Gravel defined Marine Terrace Deposits,Barometric altimeter,13.5,3.7,,,,0.04,1.72,Not reported,13.46,3.798631332466998,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,4.0,4.0,"Azuma 1995
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,2.064106002599008,5.862737335066005,9.661368667533003,13.46,17.258631332466997,21.057262664933997,24.855893997400994
RSL_959,40.7544,140.0043,"Ajigasawa
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand, mud, gravel defined terrace deposits",Not reported,72.5,54.5,,,,-0.32,2.14,Not reported,72.82,54.51050265774477,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,1.0,4.0,"Miyauchi, 1988
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-28 01:43:31,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-90.71150797323432,-36.20100531548955,18.30949734225522,72.82,127.33050265774477,181.84100531548955,236.3515079732343
RSL_960,43.0043,144.1714,"Akan
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No Major descriptions of Marine Sediments or terrace,Barometric altimeter,55.0,11.0,,,,0.67,4.86,Not reported,54.33,11.265207499198583,Other age constraint,Equal to,KP-IV,,,,,,,,,120.0,120.0,,,4.0,3.0,"Okumura, 1996
 Koike and Machida, 2001
 Machida et al., 1987",Evan Tam,2020-11-25 13:35:36,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,Stratigraphic constraint,20.534377502404247,31.799585001602832,43.06479250080142,54.33,65.59520749919858,76.86041499839716,88.12562249759574
RSL_961,34.536,134.9196,"Akashi
",,Japan,Hyogo,Sea Level Indicator,Marine Terrace,No Major descriptions of Marine Terrace,Topographic map and digital elevation models,45.0,9.0,,,,0.68,1.99,Not reported,44.32,9.054834344150091,Other age constraint,Older than,AT Tephra,,,,,,,,,25.0,25.0,Equal to,MIS 2,3.0,2.0,"Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,Stratigraphic constraint,17.155496967549727,26.210331311699818,35.26516565584991,44.32,53.37483434415009,62.42966868830018,71.48450303245028
RSL_964,40.8136,140.6802,"Aomori (west)
",,Japan,Aomori,Sea Level Indicator,Marine Terrace,No further descriptions of the Marine Terrace,Not reported,25.0,5.0,,,,0.39,2.27,Not reported,24.61,5.127204403961286,Other age constraint,Older than,To-H,,,,,,,,,29.0,14.0,Equal to,MIS 2,2.0,3.0,"Koike and Machida, 2001",Evan Tam,2020-11-25 13:35:36,14.0,14.015,14.345,16.385,21.5,26.615000000000002,28.655,28.925,29.0,Stratigraphic constraint,9.228386788116143,14.355591192077428,19.482795596038713,24.61,29.737204403961286,34.86440880792257,39.99161321188386
RSL_966,34.0405,131.0733,"Asa
",,Japan,Yamaguchi,Sea Level Indicator,Marine Terrace,No terrace descriptions given,Not reported,16.1,9.2,,,,1.32,4.84,Not reported,14.780000000000001,9.51295958153928,Other age constraint,Older than,Aso-4,,,,,,,,,87.3,87.3,Equal to,MIS 5,3.0,3.0,"Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-28 01:54:19,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,Stratigraphic constraint,-13.758878744617839,-4.2459191630785575,5.267040418460722,14.780000000000001,24.29295958153928,33.805919163078556,43.31887874461784
RSL_967,40.924,140.9819,"Asamushi
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand, gravel, clay terrace deposits",Not reported,30.0,6.0,,,,0.1,1.46,Not reported,29.9,6.044245196879425,Other age constraint,Older than,To-H,,,,,,,,,29.0,14.0,Equal to,MIS 2,4.0,3.0,"Koike and Machida, 2001",Evan Tam,2020-11-25 13:35:36,14.0,14.015,14.345,16.385,21.5,26.615000000000002,28.655,28.925,29.0,Stratigraphic constraint,11.767264409361722,17.81150960624115,23.855754803120576,29.9,35.94424519687942,41.98849039375885,48.032735590638275
RSL_969,42.8072,143.8127,"Atsunai
",,Japan,Hokkaido,Sea Level Indicator,Beach deposit or beachrock,"Gravel, Sand, mud Terrace Deposits
",Not reported,60.0,12.0,,,,0.26,3.89,Not reported,59.74,12.15660417221849,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,2.0,4.0,"Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,23.270187483344536,35.42679165556302,47.583395827781516,59.74,71.89660417221849,84.05320834443698,96.20981251665546
RSL_971,43.1703,145.275,"Attoko
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No detailed terrace description,Barometric altimeter,23.3,9.7,,,,0.6,5.09,Not reported,22.7,10.0283111738717,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,2.0,4.0,"Okumura, 1996
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-7.3849335216151,2.6433776522566,12.6716888261283,22.7,32.7283111738717,42.7566223477434,52.7849335216151
RSL_971,43.1703,145.275,"Attoko
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No detailed terrace description,Barometric altimeter,23.3,9.7,,,,0.6,5.09,Not reported,22.7,10.0283111738717,Other age constraint,Older than,Aso-4,,,,,,,,,87.3,87.3,Equal to,MIS 5,2.0,4.0,"Okumura, 1996
 Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,87.3,Stratigraphic constraint,-7.3849335216151,2.6433776522566,12.6716888261283,22.7,32.7283111738717,42.7566223477434,52.7849335216151
RSL_971,43.1703,145.275,"Attoko
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No detailed terrace description,Barometric altimeter,23.3,9.7,,,,0.6,5.09,Not reported,22.7,10.0283111738717,Other age constraint,Older than,Kc-Hb,,,,,,,,,115.0,115.0,Equal to,,2.0,4.0,"Okumura, 1996
 Koike and Machida, 2001",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-7.3849335216151,2.6433776522566,12.6716888261283,22.7,32.7283111738717,42.7566223477434,52.7849335216151
RSL_977,44.29441,145.3512,"Cape Shiretoko
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No descriptions of marine terrace,Barometric altimeter,80.0,16.0,,,,0.45,3.99,Not reported,79.55,16.12389608624417,Other age constraint,Older than,Kc-Hb,,,,,,,,,115.0,115.0,Equal to,,2.0,4.0,"Okumura, 1996
 Koike and Machida, 2001",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,31.178311741267493,47.30220782751166,63.426103913755824,79.55,95.67389608624417,111.79779217248833,127.9216882587325
RSL_980,41.2678,141.3259,"Chikagawa
",,Japan,Aomori,Sea Level Indicator,Marine Terrace,No major terrace descriptions,Not reported,40.0,8.0,,,,0.57,4.83,Not reported,39.43,8.356567776306251,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,2.0,4.0,"Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,14.360296671081244,22.716864447387497,31.07343222369375,39.43,47.78656777630625,56.143135552612506,64.49970332891876
RSL_982,42.5457,143.4641,"Churui
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No major descriptions of terrace,Not reported,21.0,12.2,,,,0.66,4.85,Not reported,20.34,12.438674567653901,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,2.0,4.0,"Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-16.9760237029617,-4.537349135307803,7.901325432346098,20.34,32.7786745676539,45.2173491353078,57.656023702961704
RSL_986,41.7399,141.0482,"Esan
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No major description,Not reported,28.3,10.7,,,,0.52,3.85,Not reported,27.78,10.871781132822717,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,3.0,4.0,"Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-4.835343398468147,6.036437734354568,16.908218867177283,27.78,38.65178113282272,49.52356226564544,60.39534339846815
RSL_987,44.8873,142.6015,"Esashi
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No major terrace description,Barometric altimeter,17.5,8.5,,,,0.48,3.02,Not reported,17.02,8.633081720915191,Other age constraint,Older than,Kc-Hb,,,,,,,,,115.0,115.0,Equal to,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-8.879245162745573,-0.24616344183038308,8.386918279084808,17.02,25.65308172091519,34.28616344183038,42.91924516274557
RSL_990,40.6361,139.9116,"Fukaura
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand, mud, gravel defined terrace deposits",Not reported,83.8,46.8,,,,-0.38,2.33,Not reported,84.17999999999999,46.814498021446305,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,1.0,4.0,"Miyauchi, 1988
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-28 01:47:30,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-56.26349406433893,-9.448996042892617,37.36550197855369,84.17999999999999,130.9944980214463,177.8089960428926,224.6234940643389
RSL_991,36.1114,136.0726,"Fukui
",,Japan,Fukui,Sea Level Indicator,Beach deposit or beachrock,"Silt, Sand, Rounded Pebble Terrace Deposits",Not reported,67.1,115.4,,,,-0.4,2.18,Not reported,67.5,115.40514763215721,Other age constraint,Older than,AT Tephra,,,,,,,,,25.0,25.0,Equal to,MIS 2,1.0,4.0,"Yamamoto et al, 1996
 Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,Stratigraphic constraint,-278.71544289647164,-163.31029526431442,-47.90514763215721,67.5,182.9051476321572,298.3102952643144,413.71544289647164
RSL_991,36.1114,136.0726,"Fukui
",,Japan,Fukui,Sea Level Indicator,Beach deposit or beachrock,"Silt, Sand, Rounded Pebble Terrace Deposits",Not reported,67.1,115.4,,,,-0.4,2.18,Not reported,67.5,115.40514763215721,Other age constraint,Older than,DKP,,,,,,,,,57.0,29.0,Equal to,MIS 3,1.0,4.0,"Yamamoto et al, 1996
 Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,-278.71544289647164,-163.31029526431442,-47.90514763215721,67.5,182.9051476321572,298.3102952643144,413.71544289647164
RSL_991,36.1114,136.0726,"Fukui
",,Japan,Fukui,Sea Level Indicator,Beach deposit or beachrock,"Silt, Sand, Rounded Pebble Terrace Deposits",Not reported,67.1,115.4,,,,-0.4,2.18,Not reported,67.5,115.40514763215721,Other age constraint,Older than,SK,,,,,,,,,115.0,115.0,Equal to,MIS 5,1.0,4.0,"Yamamoto et al, 1996
 Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-278.71544289647164,-163.31029526431442,-47.90514763215721,67.5,182.9051476321572,298.3102952643144,413.71544289647164
RSL_992,33.5958,130.3133,"Fukuoka
",,Japan,Fukuoka,Sea Level Indicator,Marine Terrace,"intertidal molluscan fossil assemblage
",Total station or Auto/hand level,-7.5,0.4,,,,0.78,3.55,Not reported,-8.28,1.8195122972928761,Other age constraint,Older than,Ata,,,,,,,,,105.0,105.0,Equal to,MIS 5,4.0,4.0,"Shimoyama, 1994
 Pedoja et al., 2011
 Shimoyama et al., 1999
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,Stratigraphic constraint,-13.738536891878628,-11.919024594585752,-10.099512297292875,-8.28,-6.460487702707123,-4.640975405414247,-2.821463108121371
RSL_994,41.3537,141.3503,"Furunoushi (Tsugaru)
",,Japan,Aomori,Sea Level Indicator,Marine Terrace,Abraded coastal platform,Topographic map and digital elevation models,28.5,2.0,,,,0.59,4.74,Not reported,27.91,3.101112703530783,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,4.0,4.0,"Matsu'ura et al., 2014
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,18.60666188940765,21.707774592938435,24.808887296469216,27.91,31.011112703530785,34.112225407061565,37.213338110592346
RSL_997,41.7606,140.8929,"Goryokaku
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,No major description,Not reported,52.7,23.5,,,,0.54,3.75,Not reported,52.160000000000004,23.57468186423732,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,3.0,4.0,"Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,-18.564045592711956,5.010636271525364,28.585318135762684,52.160000000000004,75.73468186423733,99.30936372847464,122.88404559271197
RSL_998,44.3639,141.7048,"Haboro
",,Japan,Hokkaido,Sea Level Indicator,Beach deposit or beachrock,"Sand, Gravel terrace deposits",Not reported,41.7,13.3,,,,-0.33,2.02,Not reported,42.03,13.33829449367497,Other age constraint,Older than,Kc-Hb,,,,,,,,,115.0,115.0,Equal to,,3.0,4.0,"Sakaguchi, 1959
 Koike and Machida, 2001",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,2.0151165189750913,15.35341101265006,28.69170550632503,42.03,55.36829449367497,68.70658898734995,82.04488348102491
RSL_999,40.5415,141.435,"Hachinohe
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Mud, Sand, Gravel Terrace Deposits

",Not reported,48.7,10.7,,,,-0.33,2.86,Not reported,49.03,10.7951331626803,Other age constraint,Older than,Toya Tephra,,,,,,,,,115.0,115.0,Equal to,,4.0,4.0,"Miyauchi, 1985
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-25 13:35:36,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,Stratigraphic constraint,16.644600511959105,27.439733674639402,38.2348668373197,49.03,59.8251331626803,70.6202663253606,81.41539948804089
RSL_100,-42.419115999999995,173.692695,"Kaikoura Peninsula
Terrace I, Location 17","Terrace I, Location 17",New Zealand (Aotearoa),Canterbury,Sea Level Indicator,Beach deposit or beachrock,"Terrace 1 elevation between 95-108 m asl underlain by limestone. Auger hole penetrated 5 m mottled, weathered loess overlying thin layer of limestone clasts then 0.5 m weathered fine-medium sand and >2 m of pebbly shelly sand. Contact between f-m sand and pebbly shelly sand at 89.5 m asl. Terrace is downtilted to the northwest. Original paper includes diagram of section stratigraphy.",photogrammetric methods or aneroid altimeter,89.5,2.0,,,,-0.2,3.81,Mean Sea Level / General definition,89.7,2.762068970898446,Other age constraint,Equal to,MIS 5 Terrace Correlation,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,3.0,"Ota et al., 1996",Deirdre Ryan,2020-02-03 08:49:12,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,81.41379308730467,84.17586205820311,86.93793102910156,89.7,92.46206897089844,95.2241379417969,97.98620691269534
RSL_104,-43.7209,172.6055,"Gebbies Valley, Banks Peninsula
Unit J, Gebbies Valley Borehole (G2)","Unit J, Gebbies Valley Borehole (G2)",New Zealand (Aotearoa),Canterbury,Sea Level Indicator,Beach deposit or beachrock,"Gray to olive gray fine sand and silt with extensive shell hash. Some woody organics also present. Dominated by marine diatoms. Interpreted as a beach or storm deposit,  at or close to sea level (w/in 5 m), based upon foraminiferal (Ammonia beccari) and macrofossil (Austrovenus sp.) evidence . ",Metered tape or rod,-22.44,0.35,,,,0.0,3.41,Mean Sea Level / General definition,-22.44,1.7405530730201824,Other age constraint,Older than,Infinite Radiocarbon,,,,,,,,,57.0,29.0,Older than,MIS 3,4.0,4.0,"Shulmeister et al, 1999",Deirdre Ryan,2020-03-13 06:17:40,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,-27.66165921906055,-25.921106146040366,-24.180553073020185,-22.44,-20.699446926979817,-18.958893853959637,-17.218340780939453
RSL_36,-39.586490000000005,174.18721000000002,"Inaha Terrace
Type Section",Type Section,New Zealand (Aotearoa),Taranaki,Sea Level Indicator,Beach deposit or beachrock,"Type section location, 450 m west of the Inaha Stream mouth. The shore platform, at the base of the section, is marked by an angular unconformity formed on the Plionce Tangahoe Formation, 2 m above the modern high-water mark . The unconformity is sharp and planar with a small angular discordance. The erosion surface dips 3 degree to the WSW and is traced several hundred metres westwards before dipping below present sea level. To the east it gradually rises to 8 m above the high water mark immediately west of the mouth of Waingogoro River, where truncated by fluvial deposits. 
The overlying marine deposits are identified as the Inaha Formation, defined as dominantly andesitic sands and gravels presumed to extend 3-4 km inland to the Inaha Marine Cliff, which marks the shoreline at formation. The Inaha Formation sediments indicate near-shore marine and beach origin and are overlain by additional terrestrial deposits. Overlying the unconformity is a 0.3 m thick gravel unit comprising rounded and subrounded boulders, up to 0.74 m diameter, in a pebble and cobble matrix. The gravels are 90% hard hornblende-augite andesites and 10% much softer sandstones eroded from the Pliocene strata beneath. These sandstones are extensively bored by worms and molluscs and contain fossils of the date mussel Lithophaga (Zelithophaga) truncata (Gray). Above the basal gravel unit is 1.87 m of soft, weakly cross-laminated, predominantly andesitic sand with minor granules, pebbles, and cobbles that fine upwards and are extremely weathered and iron stained at top. This is granular medium sand, moderately to poorly sorted with near-symmetrical leptokurtic grain-size distribution. 
Elevation is provided for the package of sandy beach sediments.
An ~34 m thick sequence of volcaniclastic beds with interbedded lignites overlie the marine/beach sediments of the Inaha Formation. Up profile, they are: an unnamed sequence lignite overlain by alternating bands of andesitic tuffs and tephras and andesitic sands and sandstones (~1 m), the Manaia Lignite (~1.5 m), the Stratford Formation (~20 m), the Opunake Formation (~10 m), with tephra and tephric loess (~1.5 m) capping the cliff succession. The profile contains six informal playnological zones, Inaha Zones A, B, C, D, E, F.  A stratigraphic section is provided in Figure 2 of publication. See original paper for more detail. ",Not reported,3.23,1.23,,,,0.14,2.02,High Tide Level,3.09,1.5915401345866211,Other age constraint,Older than,Infinite Radiocarbon,,,,,,,,,57.0,29.0,Older than,MIS 3,3.0,1.0,"McGlone et al, 1984",Deirdre Ryan,2020-06-19 21:46:40,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,-1.6846204037598635,-0.09308026917324241,1.4984598654133787,3.09,4.681540134586621,6.273080269173242,7.864620403759863
RSL_39,-39.09985,177.95192,"Mahia Peninsula
Mahia I Terrace",Mahia I Terrace,New Zealand (Aotearoa),Hawke's Bay,Sea Level Indicator,Marine Terrace,The terrace surface overlies a sequence of terrestrial and marine sediments upon a marine abrasion platform cut into the underlying beachrock. The thickness of terrace deposits ranges from ~4 m beneath lower terraces (Mahia I) to about 20 m beneath higher terraces (See Mahia III) near the shoreline angle. Limited exposure of complete terrace deposits has made mapping the uppermost level of marine deposists at the shoreline angle not possible. The altitude of the former shoreline position has been determined by subtracting a standard mean thickness for terrestrial deposits (determined from averaging measurements from several sites on each terrace - this thickness value is not provided by the author) from the terrace altitude at the inner margin of each terrace. ,photogrammetric methods or aneroid altimeter,92.0,10.0,,,,0.26,5.37,Mean Sea Level / General definition,91.74,10.354188765905324,Other age constraint,Equal to,Rotoehu Tephra,,,,,,,,,50.0,50.0,Equal to,MIS 3,1.0,1.0,"Berryman, 1993
 Berryman , 1992
 Danišík et al 2012
 Flude and Storey 2016",Deirdre Ryan,2020-09-23 10:57:30,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,Stratigraphic constraint,60.67743370228402,71.03162246818934,81.38581123409467,91.74,102.09418876590532,112.44837753181065,122.80256629771597
RSL_39,-39.09985,177.95192,"Mahia Peninsula
Mahia I Terrace",Mahia I Terrace,New Zealand (Aotearoa),Hawke's Bay,Sea Level Indicator,Marine Terrace,The terrace surface overlies a sequence of terrestrial and marine sediments upon a marine abrasion platform cut into the underlying beachrock. The thickness of terrace deposits ranges from ~4 m beneath lower terraces (Mahia I) to about 20 m beneath higher terraces (See Mahia III) near the shoreline angle. Limited exposure of complete terrace deposits has made mapping the uppermost level of marine deposists at the shoreline angle not possible. The altitude of the former shoreline position has been determined by subtracting a standard mean thickness for terrestrial deposits (determined from averaging measurements from several sites on each terrace - this thickness value is not provided by the author) from the terrace altitude at the inner margin of each terrace. ,photogrammetric methods or aneroid altimeter,92.0,10.0,,,,0.26,5.37,Mean Sea Level / General definition,91.74,10.354188765905324,Other age constraint,Equal to,MIS 5 Terrace Correlation,,,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,1.0,"Berryman, 1993
 Berryman , 1992",Deirdre Ryan,2020-09-23 10:57:30,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,60.67743370228402,71.03162246818934,81.38581123409467,91.74,102.09418876590532,112.44837753181065,122.80256629771597
