WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age calculation from,Lower RSL,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc,Upper RSL
RSL_1097,44.2895,143.4525,"Nagisa
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,10.5,7.1,,,,0.5,0.68,Not reported,10.0,7.108136183276176,Other age constraint,Younger than,Mb-1,,,,,,,,,130.0,115.0,Older than,MIS 5e,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001
 Okumura, 1991",Evan Tam,2020-11-02 01:51:47,115.0,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130.0,Stratigraphic constraint,,-11.324408549828526,-4.216272366552351,2.8918638167238244,10.0,17.108136183276176,24.216272366552353,31.324408549828526,
RSL_1099,44.2335,143.5397,"Naka Yubetsu
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,6.0,1.2,,,,0.5,0.68,Not reported,5.5,1.2472369462135091,Other age constraint,Older than,Mb-1,,,,,,,,,130.0,115.0,Older than,MIS 5e,3.0,4.0,"Okamura, 1996
 Koike and Machida, 2001
 Okumura, 1991",Evan Tam,2020-11-02 01:53:20,115.0,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130.0,Stratigraphic constraint,,1.7582891613594729,3.0055261075729818,4.252763053786491,5.5,6.747236946213509,7.994473892427019,9.241710838640527,
RSL_1100,40.35,140.028,"Nakahama
",,Japan,Akita,Sea Level Indicator,Beach deposit or beachrock,"Sand, mud, gravel defined terrace deposits",Not reported,47.5,14.5,,,,0.12,0.25,Not reported,47.38,14.500538783093544,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Miyauchi, 1988
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 01:54:09,,,,,,,,,,Stratigraphic constraint,,3.878383650719371,18.378922433812914,32.879461216906456,47.38,61.88053878309355,76.38107756618709,90.88161634928063,
RSL_1101,40.3131,141.782,"Nakano
",,Japan,Iwate,Sea Level Indicator,Beach deposit or beachrock,"Silt, Sand, Gravel Terrace Deposits

",Topographic map and digital elevation models,24.5,5.0,,,,0.83,1.01,Not reported,23.67,5.025437791874455,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Miyazaki and Ishimura, 2018
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 01:54:50,,,,,,,,,,Stratigraphic constraint,,8.593686624376637,13.619124416251092,18.644562208125546,23.67,28.695437791874458,33.720875583748914,38.746313375623366,
RSL_1102,30.5,130.9333,"Nakatane
",,Japan,Kagoshima,Sea Level Indicator,Marine Terrace,"intertidal trace fossils and sedimentary structures
",Total station or Auto/hand level,120.0,1.67,,,,1.19,1.67,Not reported,118.81,1.8671167612123243,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 01:55:47,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,113.20864971636303,115.07576647757536,116.94288323878767,118.81,120.67711676121233,122.54423352242465,124.41135028363698,
RSL_1107,43.3626,145.7025,"Nemuro (north)
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,22.0,8.4,,,,0.88,1.0,Not reported,21.12,8.414867794564572,Other age constraint,Older than,KP-IV,,,,,,,,,,,,,3.0,4.0,"Okumura, 1996
 Machida et al., 1987",Evan Tam,2020-11-02 02:02:02,,,,,,,,,,Stratigraphic constraint,,-4.124603383693714,4.290264410870858,12.70513220543543,21.12,29.534867794564573,37.94973558912915,46.36460338369372,
RSL_1108,43.3085,145.635,"Nemuro (south)
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,19.0,8.8,,,,0.88,0.99,Not reported,18.12,8.813910879966963,Other age constraint,Older than,KP-IV,,,,,,,,,,,,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001
 Machida et al., 1987",Evan Tam,2020-11-02 02:16:35,,,,,,,,,,Stratigraphic constraint,,-8.32173263990089,0.4921782400660746,9.306089120033038,18.12,26.933910879966966,35.74782175993393,44.561732639900896,
RSL_1108,43.3085,145.635,"Nemuro (south)
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,19.0,8.8,,,,0.88,0.99,Not reported,18.12,8.813910879966963,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 02:16:35,,,,,,,,,,Stratigraphic constraint,,-8.32173263990089,0.4921782400660746,9.306089120033038,18.12,26.933910879966966,35.74782175993393,44.561732639900896,
RSL_1108,43.3085,145.635,"Nemuro (south)
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,19.0,8.8,,,,0.88,0.99,Not reported,18.12,8.813910879966963,Other age constraint,Older than,Kc-Hb,,,,,,,,,,,Equal to,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001",Evan Tam,2020-11-02 02:16:35,,,,,,,,,,Stratigraphic constraint,,-8.32173263990089,0.4921782400660746,9.306089120033038,18.12,26.933910879966966,35.74782175993393,44.561732639900896,
RSL_1113,32.5666,131.6833,"Nobeoka
",,Japan,Miyazaki,Sea Level Indicator,Marine Terrace,"intertidal molluscan fossil assemblage
",Total station or Auto/hand level,-19.4,1.41,,,,1.01,1.41,Not reported,-20.41,1.5764279241373516,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Nakada et al., 2002
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 01:56:57,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-25.139283772412057,-23.562855848274705,-21.986427924137352,-20.41,-18.833572075862648,-17.257144151725296,-15.680716227587945,
RSL_1114,40.8913,141.1301,"Noheji
",,Japan,Aomori,Sea Level Indicator,Marine Terrace,,Not reported,35.0,22.0,,,,0.3,0.49,Not reported,34.7,22.001364162251395,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,3.0,4.0,"Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 02:21:12,,,,,,,,,,Stratigraphic constraint,,-31.304092486754186,-9.302728324502787,12.698635837748608,34.7,56.701364162251394,78.7027283245028,100.70409248675419,
RSL_1116,40.9057,141.19706000000002,"Noheji (East)
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand Terrace Deposits

",Not reported,33.0,6.6,,,,0.3,0.49,Not reported,32.7,6.60454578301945,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Watanabe et al., 2008
 Pedoja et al., 2014
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 02:21:42,,,,,,,,,,Stratigraphic constraint,,12.886362650941653,19.490908433961103,26.095454216980553,32.7,39.30454578301945,45.9090915660389,52.51363734905836,
RSL_1117,40.9102,141.0581,"Noheji (west)
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand Terrace Deposits
",Not reported,25.0,5.0,,,,0.3,0.49,Not reported,24.7,5.005998901318297,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Watanabe et al., 2008
 Pedoja et al., 2014
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 02:22:17,,,,,,,,,,Stratigraphic constraint,,9.682003296045107,14.688002197363405,19.694001098681703,24.7,29.705998901318296,34.711997802636596,39.717996703954896,
RSL_1118,43.3685,145.7682,"Nosappu
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,18.67,8.73,,,,0.88,0.99,Not reported,17.790000000000003,8.744022243796044,Other age constraint,Older than,KP-IV,,,,,,,,,,,,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001
 Machida et al., 1987",Evan Tam,2020-11-02 02:22:54,,,,,,,,,,Stratigraphic constraint,,-8.442066731388127,0.30195551240791474,9.045977756203959,17.790000000000003,26.534022243796045,35.27804448759209,44.022066731388136,
RSL_1128,41.3804,141.1976,"Ohata
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand Terrace Deposits

",Not reported,30.0,6.0,,,,0.6,0.73,Not reported,29.4,6.011091830940533,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Watanabe et al., 2008
 Pedoja et al., 2014
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 04:23:32,,,,,,,,,,Stratigraphic constraint,,11.3667245071784,17.377816338118933,23.388908169059466,29.4,35.411091830940535,41.422183661881064,47.43327549282159,
RSL_1129,41.4542,141.1134,"Ohata (west)
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand Terrace Deposits

",Not reported,40.0,8.0,,,,0.6,0.73,Not reported,39.4,8.00832223377656,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Watanabe et al., 2008
 Pedoja et al., 2014
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 04:24:16,,,,,,,,,,Stratigraphic constraint,,15.375033298670317,23.383355532446878,31.391677766223438,39.4,47.40832223377656,55.41664446755312,63.42496670132968,
RSL_1130,40.5827,141.4179,"Oirase River
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Silt, Sand, Gravel Terrace Deposits
",Topographic map and digital elevation models,39.0,5.0,,,,0.83,1.01,Not reported,38.17,5.025437791874455,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Miyazaki and Ishimura, 2018
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 04:26:01,,,,,,,,,,Stratigraphic constraint,,23.093686624376637,28.11912441625109,33.14456220812555,38.17,43.195437791874454,48.220875583748914,53.246313375623366,
RSL_1131,33.2342,131.7175,"Oita
",,Japan,Oita,Sea Level Indicator,Marine Terrace,"Mud, Shellfish Fossil Terrace Deposits

",Not reported,50.0,10.0,,,,1.35,1.85,Not reported,48.65,10.042690127650062,Other age constraint,Older than,Aso-4,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-02 04:27:11,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,18.521929617049814,28.564619744699876,38.60730987234994,48.65,58.69269012765006,68.73538025530013,78.77807038295018,
RSL_1133,33.2358,131.8427,"Oka
",,Japan,Oita,Sea Level Indicator,Marine Terrace,"Marine Top from Molluscan Assemblage

",Total station or Auto/hand level,36.8,5.0,,,,1.35,1.85,Not reported,35.449999999999996,5.084842672099108,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 01:59:22,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,20.19547198370267,25.28031465580178,30.36515732790089,35.449999999999996,40.5348426720991,45.61968534419821,50.70452801629732,
RSL_1137,31.2333,130.7805,"Onejime
",,Japan,Kagoshima,Sea Level Indicator,Marine Terrace,"Marine Top from intertidal molluscan fossil assemblage

",Total station or Auto/hand level,15.6,1.98,,,,1.15,1.98,Not reported,14.45,2.213707297724792,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 02:00:11,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,7.808878106825624,10.022585404550416,12.236292702275207,14.45,16.66370729772479,18.877414595449583,21.091121893174375,
RSL_1138,33.8954,130.7134,"Onga
",,Japan,Fukuoka,Sea Level Indicator,Marine Terrace,"Marine Top from intertidal molluscan fossil assemblage

",Total station or Auto/hand level,-7.9,1.04,,,,0.64,1.04,Not reported,-8.540000000000001,1.1627553482998907,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Koike and Machida, 2001
 Shimoyama, 1994
 Machida, 2002",Evan Tam,2020-11-03 02:01:32,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-12.028266044899674,-10.865510696599783,-9.702755348299892,-8.540000000000001,-7.37724465170011,-6.214489303400219,-5.051733955100329,
RSL_1140,32.6374,130.2545,"Ooe
",,Japan,Nagasaki,Sea Level Indicator,Marine Terrace,"Marine Top from Subtidal molluscan fossil assemblage

",Total station or Auto/hand level,12.7,5.0,,,,2.29,3.25,Not reported,10.41,5.257435211203273,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 02:04:00,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-5.362305633609818,-0.10487042240654532,5.152564788796727,10.41,15.667435211203273,20.924870422406546,26.18230563360982,
RSL_1151,44.1033,145.246,"Rausu
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,63.33,22.66,,,,0.62,0.74,Not reported,62.71,22.663020540078058,Other age constraint,Older than,Kc-Hb,,,,,,,,,,,Equal to,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001",Evan Tam,2020-11-02 04:47:10,,,,,,,,,,Stratigraphic constraint,,-5.279061620234167,17.383958919843884,40.04697945992194,62.71,85.37302054007806,108.03604108015611,130.69906162023418,
RSL_1157,35.8865,140.1487,"Ryugasaki
",,Japan,Ibaraki,Sea Level Indicator,Beach deposit or beachrock,"Silt, Sand Terrace deposits, with fossil deposits (Mactra Sulucataria, Cycymeris vistita)

",Total station or Auto/hand level,24.38,20.0,,,,1.11,1.33,Not reported,23.27,20.011052571016847,Other age constraint,Older than,Hk-KIP 8,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Sugihara, 1970
 Koike and Machida, 2001",Evan Tam,2020-11-02 04:54:48,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-36.763157713050546,-16.752105142033695,3.258947428983152,23.27,43.28105257101684,63.29210514203369,83.30315771305054,
RSL_1160,32.9666,131.9,"Saeki
",,Japan,Oita,Sea Level Indicator,Marine Terrace,"Marine Top from Subtidal molluscan fossil assemblage


",Total station or Auto/hand level,-29.9,5.0,,,,1.01,1.41,Not reported,-30.91,5.049457891694909,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 02:05:54,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-46.058373675084724,-41.00891578338982,-35.95945789169491,-30.91,-25.86054210830509,-20.811084216610183,-15.761626324915273,
RSL_1161,33.2115,130.22066999999998,"Saga
",,Japan,Saga,Sea Level Indicator,Marine Terrace,"Marine Top from intertidal molluscan fossil assemblage


",Total station or Auto/hand level,-18.1,3.62,,,,2.57,3.62,Not reported,-20.67,4.047283039274619,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Shimoyama, 1994
 Machida, 2002",Evan Tam,2020-11-03 02:06:46,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-32.81184911782386,-28.76456607854924,-24.71728303927462,-20.67,-16.622716960725384,-12.575433921450763,-8.528150882176144,
RSL_1163,35.9007,140.3748,"Sahara
",,Japan,Chiba,Sea Level Indicator,Beach deposit or beachrock,"Sand, Gravel Terrace Deposits

",Not reported,34.5,17.4,,,,0.86,1.05,Not reported,33.64,17.407918456840264,Other age constraint,Younger than,Hk-KIP 8,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Koike and Machida, 2001",Evan Tam,2020-11-02 05:06:46,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-18.58375537052079,-1.1758369136805271,16.232081543159737,33.64,51.047918456840264,68.45583691368053,85.86375537052079,
RSL_1165,40.5275,141.55953,"Same
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Silt, Sand, Gravel Terrace Deposits

",Topographic map and digital elevation models,34.5,5.0,,,,0.83,1.01,Not reported,33.67,5.025437791874455,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Miyazaki and Ishimura, 2018
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 05:09:04,,,,,,,,,,Stratigraphic constraint,,18.593686624376637,23.61912441625109,28.644562208125546,33.67,38.695437791874454,43.720875583748914,48.746313375623366,
RSL_1166,32.6177,130.252,"Sankaku
",,Japan,Nagasaki,Sea Level Indicator,Marine Terrace,,Not reported,10.0,2.0,,,,2.29,3.25,Not reported,7.71,2.576941016011038,Other age constraint,Older than,Aso-4,,,,,,,,,130.0,71.0,Equal to,MIS 5,3.0,4.0,"Koike and Machida, 2001
 Machida, 2002",Evan Tam,2020-11-02 05:09:52,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-0.02082304803311441,2.556117967977924,5.1330589839889615,7.71,10.286941016011038,12.863882032022076,15.440823048033113,
RSL_1167,40.4997,141.4599,"Sannohe
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Mud, Sand, Gravel Terrace Deposits, with fossil (Crassostrea gigas) Identified



",Not reported,51.0,2.0,,,,0.83,1.01,Not reported,50.17,2.0627711942917952,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Miyauchi, 1985
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 05:11:01,,,,,,,,,,Stratigraphic constraint,,43.981686417124614,46.04445761141641,48.1072288057082,50.17,52.2327711942918,54.29554238858359,56.35831358287539,
RSL_1171,33.2466,131.75365,"Sato
",,Japan,Oita,Sea Level Indicator,Marine Terrace,"Marine Top from Molluscan Assemblage

",Total station or Auto/hand level,20.7,5.0,,,,1.35,1.85,Not reported,19.349999999999998,5.084842672099108,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Machida, 2002",Evan Tam,2020-11-03 02:07:54,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,4.095471983702673,9.180314655801782,14.26515732790089,19.349999999999998,24.434842672099105,29.519685344198216,34.60452801629732,
RSL_1172,44.5249,143.0498,"Sawaki
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,15.0,3.0,,,,0.5,0.68,Not reported,14.5,3.019205193424256,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 06:12:01,,,,,,,,,,Stratigraphic constraint,,5.442384419727231,8.461589613151489,11.480794806575744,14.5,17.519205193424256,20.53841038684851,23.557615580272767,
RSL_1172,44.5249,143.0498,"Sawaki
",,Japan,Hokkaido,Sea Level Indicator,Marine Terrace,,Barometric altimeter,15.0,3.0,,,,0.5,0.68,Not reported,14.5,3.019205193424256,Other age constraint,Older than,Kc-Hb,,,,,,,,,,,Equal to,,3.0,4.0,"Okumura, 1996
 Koike and Machida, 2001",Evan Tam,2020-11-02 06:12:01,,,,,,,,,,Stratigraphic constraint,,5.442384419727231,8.461589613151489,11.480794806575744,14.5,17.519205193424256,20.53841038684851,23.557615580272767,
RSL_1173,31.8666,130.2,"Sendai
",,Japan,Kagoshima,Sea Level Indicator,Marine Terrace,"Marine Top from intertidal molluscan fossil assemblage


",Total station or Auto/hand level,-32.4,1.96,,,,1.47,1.96,Not reported,-33.87,2.191346617949794,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 02:08:48,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-40.444039853849375,-38.252693235899585,-36.061346617949795,-33.87,-31.678653382050204,-29.48730676410041,-27.295960146150616,
RSL_1175,31.475,131.1166,"Shibushi
",,Japan,Kagoshima,Sea Level Indicator,Marine Terrace,"Marine Top from intertidal molluscan fossil assemblage

",Total station or Auto/hand level,6.1,1.41,,,,1.01,1.41,Not reported,5.09,1.5764279241373516,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 02:09:49,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,0.36071622758794497,1.9371441517252967,3.5135720758626485,5.09,6.666427924137351,8.242855848274703,9.819283772412055,
RSL_1176,40.7284,141.2206,"Shichinohe
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Mud, Sand, Gravel Terrace Deposits

",Not reported,40.0,2.0,,,,0.83,1.01,Not reported,39.17,2.0627711942917952,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Miyauchi, 1985
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 06:15:34,,,,,,,,,,Stratigraphic constraint,,32.981686417124614,35.04445761141641,37.1072288057082,39.17,41.2327711942918,43.29554238858359,45.35831358287539,
RSL_1179,33.2666,131.6999,"Shimura
",,Japan,Oita,Sea Level Indicator,Marine Terrace,"Marine Top from Subtidal molluscan fossil assemblage


",Total station or Auto/hand level,-85.5,5.0,,,,1.35,1.85,Not reported,-86.85,5.084842672099108,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 02:11:07,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-102.10452801629732,-97.01968534419821,-91.93484267209911,-86.85,-81.76515732790088,-76.68031465580178,-71.59547198370267,
RSL_1181,41.3998,141.4276,"Shiriyamisaki port (Tsugaru)
",,Japan,Aomori,Sea Level Indicator,Marine Terrace,"pebbly sand with pipe-type trace fossils, loess deposits including Toya volcanic ash, dune sand, and soil

",Topographic map and digital elevation models,34.5,2.0,,,,0.83,1.01,Not reported,33.67,2.0627711942917952,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Matsu'ura et al., 2014
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 06:21:15,,,,,,,,,,Stratigraphic constraint,,27.481686417124614,29.544457611416412,31.607228805708207,33.67,35.7327711942918,37.79554238858359,39.85831358287539,
RSL_1182,41.4109,141.4443,"Shiriyazaki Lighthouse (Tsugaru)
",,Japan,Aomori,Sea Level Indicator,Marine Terrace,"pebbly sand with pipe-type trace fossils, loess deposits including Toya volcanic ash, dune sand, and soil

",Topographic map and digital elevation models,31.0,2.0,,,,0.83,1.01,Not reported,30.17,2.0627711942917952,Other age constraint,Older than,Toya Tephra,,,,,,,,,,,Equal to,,4.0,4.0,"Matsu'ura et al., 2014
 Pedoja et al., 2014
 Watanabe et al., 2008
 Machida et al., 1987
 Machida, 2002",Evan Tam,2020-11-02 06:22:19,,,,,,,,,,Stratigraphic constraint,,23.981686417124614,26.044457611416412,28.107228805708207,30.17,32.2327711942918,34.29554238858359,36.35831358287539,
RSL_1183,33.1333,130.1166,"Shiraishi
",,Japan,Saga,Sea Level Indicator,Marine Terrace,"Marine Top from intertidal molluscan fossil assemblage


",Total station or Auto/hand level,-24.2,3.62,,,,1.07,0.62,Not reported,-25.27,3.6332492345007106,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Shimoyama, 1994
 Machida, 2002",Evan Tam,2020-11-03 02:17:33,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-36.16974770350213,-32.53649846900142,-28.90324923450071,-25.27,-21.63675076549929,-18.003501530998577,-14.370252296497867,
RSL_1184,31.5833,130.55,"Shiroyama
",,Japan,Kagoshima,Sea Level Indicator,Marine Terrace,"Marine Top from intertidal molluscan fossil assemblage

",Total station or Auto/hand level,52.3,1.98,,,,1.15,1.98,Not reported,51.15,2.213707297724792,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Pedoja et al., 2011
 Machida, 2002",Evan Tam,2020-11-03 02:18:13,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,44.50887810682562,46.722585404550415,48.93629270227521,51.15,53.36370729772479,55.57741459544958,57.79112189317438,
RSL_1188,32.2281,131.55544,"Sudakubo
",,Japan,Miyazaki,Sea Level Indicator,Marine Terrace,"Intertidal trace fossils and sedimentary structures

",Total station or Auto/hand level,78.0,1.41,,,,1.01,1.41,Not reported,76.99,1.5764279241373516,Other age constraint,Older than,Ata,,,,,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Shimoyama et al., 1999
 Machida, 2002",Evan Tam,2020-11-03 02:19:08,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,72.26071622758793,73.8371441517253,75.41357207586265,76.99,78.56642792413734,80.14285584827469,81.71928377241206,
