WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age_mu,Age_2s,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc 
RSL_2948,-18.124395,-70.698836,"Pe10
5_1",5_1,Peru,Tacna,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.5,0.98,,,,0.03,6,EGM 2008,27.47,3.156010139,AAR,Equal to,Ilo,OR96-003-001,marine mollusk shell,,,,,,,130,115,Equal to,MIS 5e,4,5,"Regard et al., 2010
 Ortlieb et al., 1996
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,18.00196958,21.15797972,24.31398986,27.47,30.62601014,33.78202028,36.93803042
RSL_2949,-18.092228,-70.73835,"Pe10
6_1",6_1,Peru,Tacna,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.19,1.26,,,,0.03,6,EGM 2008,29.16,3.253859247,AAR,Equal to,PII2a,HS89-002-001,marine mollusk shell,,,,,,,130,115,Equal to,MIS 5e,4,5,"Regard et al., 2010
 Ortlieb et al., 1996
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,19.39842226,22.65228151,25.90614075,29.16,32.41385925,35.66771849,38.92157774
RSL_2949,-18.092228,-70.73835,"Pe10
6_1",6_1,Peru,Tacna,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.19,1.26,,,,0.03,6,EGM 2008,29.16,3.253859247,AAR,Equal to,Ilo,OR96-003-001,marine mollusk shell,,,,,,,130,115,Equal to,MIS 5e,4,5,"Regard et al., 2010
 Ortlieb et al., 1996
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,19.39842226,22.65228151,25.90614075,29.16,32.41385925,35.66771849,38.92157774
RSL_2950,-9.68681,-78.30352,"Pe3
1_1",1_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,33.3,1.48,,,,0.35,2.79,EGM 2008,32.95,2.033820297,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,26.84853911,28.88235941,30.9161797,32.95,34.9838203,37.01764059,39.05146089
RSL_2951,-9.685532,-78.304952,"Pe3
2_1",2_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,32.25,0.94,,,,0.35,2.79,EGM 2008,31.9,1.682148923,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,26.85355323,28.53570215,30.21785108,31.9,33.58214892,35.26429785,36.94644677
RSL_2952,-9.213301,-78.480046,"Pe3
3_1",3_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,28.5,1.05,,,,0.36,2.81,EGM 2008,28.14,1.754002566,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,22.8779923,24.63199487,26.38599743,28.14,29.89400257,31.64800513,33.4020077
RSL_2953,-9.853157,-78.232733,"Pe3
4_1",4_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.8,3.03,,,,0.3,3.44,EGM 2008,27.5,3.484149825,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,17.04755053,20.53170035,24.01585018,27.5,30.98414982,34.46829965,37.95244947
RSL_2954,-9.774983,-78.240723,"Pe3
5_1",5_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,28.38,1.61,,,,0.33,3.17,EGM 2008,28.05,2.259275326,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,21.27217402,23.53144935,25.79072467,28.05,30.30927533,32.56855065,34.82782598
RSL_2955,-9.017653,-78.616112,"Pe3
6_1",6_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.38,1.47,,,,0.28,3.84,EGM 2008,27.1,2.418119104,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,19.84564269,22.26376179,24.6818809,27.1,29.5181191,31.93623821,34.35435731
RSL_2956,-9.302227,-78.46043,"Pe3
7_1",7_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.5,2.75,,,,0.36,2.75,EGM 2008,27.14,3.074593469,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,17.91621959,20.99081306,24.06540653,27.14,30.21459347,33.28918694,36.36378041
RSL_2957,-9.567795,-78.364244,"Pe3
8_1",8_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,31.42,0.96,,,,0.37,2.34,EGM 2008,31.05,1.513439791,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,2,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,26.50968063,28.02312042,29.53656021,31.05,32.56343979,34.07687958,35.59031937
RSL_2958,-5.962576,-81.142666,"Pe1
1_1",1_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,17.36,2.38,,,,0.12,5.63,EGM 2008,17.24,3.68627522,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,6.181174339,9.867449559,13.55372478,17.24,20.92627522,24.61255044,28.29882566
RSL_2959,-5.960458,-81.142842,"Pe1
2_1",2_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,17.38,1.68,,,,0.12,5.63,EGM 2008,17.26,3.278204539,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,7.425386383,10.70359092,13.98179546,17.26,20.53820454,23.81640908,27.09461362
RSL_2960,-5.957202,-81.142849,"Pe1
3_1",3_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,18.6,1.74,,,,0.12,5.63,EGM 2008,18.48,3.309354167,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,8.5519375,11.86129167,15.17064583,18.48,21.78935417,25.09870833,28.4080625
RSL_2961,-5.955489,-81.144354,"Pe1
4_1",4_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.87,2.53,,,,0.12,5.63,EGM 2008,16.75,3.784854687,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,5.39543594,9.180290626,12.96514531,16.75,20.53485469,24.31970937,28.10456406
RSL_2962,-5.949312,-81.144465,"Pe1
5_1",5_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,17.04,2.49,,,,0.12,5.63,EGM 2008,16.92,3.758234293,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,5.645297121,9.403531414,13.16176571,16.92,20.67823429,24.43646859,28.19470288
RSL_2963,-5.943758,-81.141978,"Pe1
6_1",6_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,17.32,1.27,,,,0.12,5.63,EGM 2008,17.2,3.088223599,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,7.935329202,11.0235528,14.1117764,17.2,20.2882236,23.3764472,26.4646708
RSL_2964,-5.941933,-81.140071,"Pe1
7_1",7_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,19.41,2.28,,,,0.12,5.63,EGM 2008,19.29,3.622516391,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,8.422450828,12.04496722,15.66748361,19.29,22.91251639,26.53503278,30.15754917
RSL_2965,-5.931219,-81.141747,"Pe1
8_1",8_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,18.64,1.19,,,,0.12,5.63,EGM 2008,18.52,3.056194529,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,9.351416413,12.40761094,15.46380547,18.52,21.57619453,24.63238906,27.68858359
RSL_2966,-5.921512,-81.143504,"Pe1
9_1",9_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.05,1.35,,,,0.13,5.59,EGM 2008,22.92,3.103953125,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,13.60814063,16.71209375,19.81604688,22.92,26.02395312,29.12790625,32.23185937
RSL_2967,-5.909195,-81.143751,"Pe1
10_1",10_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.33,1.09,,,,0.13,5.59,EGM 2008,24.2,3.000020833,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,15.1999375,18.19995833,21.19997917,24.2,27.20002083,30.20004167,33.2000625
RSL_2968,-5.906278,-81.144593,"Pe1
11_1",11_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.56,3.2,,,,0.13,5.59,EGM 2008,24.43,4.248767468,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,11.68369759,15.93246506,20.18123253,24.43,28.67876747,32.92753494,37.17630241
RSL_2969,-5.905248,-81.144278,"Pe1
12_1",12_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,26.12,2.53,,,,0.13,5.59,EGM 2008,25.99,3.770003316,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,14.67999005,18.44999337,22.21999668,25.99,29.76000332,33.53000663,37.30000995
RSL_2970,-5.8795,-81.135629,"Pe1
13_1",13_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.61,1.26,,,,0.13,5.56,EGM 2008,24.48,3.052212312,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,15.32336306,18.37557538,21.42778769,24.48,27.53221231,30.58442462,33.63663694
RSL_2971,-5.87678,-81.132098,"Pe1
14_1",14_1,Peru,Piura,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.04,2.34,,,,0.13,5.56,EGM 2008,26.91,3.633730865,Luminescence,Equal to,NP18,PE06-004-001,IRSL,111,6,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003
 Machare and Ortlieb, 1994",Roland Freisleben,11/23/2020 14:37,,102,105,108,111,114,117,120,,111,6,Recalculation/Report,16.0088074,19.64253827,23.27626913,26.91,30.54373087,34.17746173,37.8111926
RSL_2972,-11.768228,-77.163721,"Pe4
1_1",1_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,21.14,2.17,,,,0.08,4.91,EGM 2008,21.06,3.276572142,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,11.23028357,14.50685572,17.78342786,21.06,24.33657214,27.61314428,30.88971643
RSL_2973,-11.756073,-77.164434,"Pe4
2_1",2_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,18.08,1.56,,,,0.08,4.91,EGM 2008,18,2.908715352,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,9.273853943,12.1825693,15.09128465,18,20.90871535,23.8174307,26.72614606
RSL_2974,-11.050292,-77.628802,"Pe4
3_1",3_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.86,0.82,,,,-0.02,5.66,EGM 2008,27.88,2.946404589,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,19.04078623,21.98719082,24.93359541,27.88,30.82640459,33.77280918,36.71921377
RSL_2975,-11.041777,-77.630654,"Pe4
4_1",4_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.45,0.32,,,,-0.02,5.66,EGM 2008,24.47,2.84803441,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,15.92589677,18.77393118,21.62196559,24.47,27.31803441,30.16606882,33.01410323
RSL_2976,-11.034028,-77.631891,"Pe4
5_1",5_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.68,1.04,,,,-0.02,5.64,EGM 2008,23.7,3.005661325,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,14.68301603,17.68867735,20.69433868,23.7,26.70566132,29.71132265,32.71698397
RSL_2977,-10.486154,-77.946066,"Pe4
6_1",6_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.8,1.41,,,,-0.01,5.49,EGM 2008,30.81,3.085956092,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,21.55213172,24.63808782,27.72404391,30.81,33.89595609,36.98191218,40.06786828
RSL_2978,-10.376647,-77.989728,"Pe4
7_1",7_1,Peru,Ancash,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.48,1.5,,,,0,5.65,EGM 2008,30.48,3.198534821,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,20.88439554,24.08293036,27.28146518,30.48,33.67853482,36.87706964,40.07560446
RSL_2979,-11.777121,-77.172099,"Pe4
8_1",8_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,17.5,1.41,,,,0.08,4.91,EGM 2008,17.42,2.83109961,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,8.926701171,11.75780078,14.58890039,17.42,20.25109961,23.08219922,25.91329883
RSL_2980,-11.742066,-77.16569,"Pe4
9_1",9_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,22.47,1.11,,,,0.08,4.91,EGM 2008,22.39,2.694276341,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,14.30717098,17.00144732,19.69572366,22.39,25.08427634,27.77855268,30.47282902
RSL_2981,-11.447576,-77.377353,"Pe4
10_1",10_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.3,1.75,,,,0.03,4.99,EGM 2008,27.27,3.047544093,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,18.12736772,21.17491181,24.22245591,27.27,30.31754409,33.36508819,36.41263228
RSL_2982,-11.368735,-77.507283,"Pe4
11_1",11_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,21.93,1.06,,,,0.03,4.99,EGM 2008,21.9,2.710834742,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,13.76749577,16.47833052,19.18916526,21.9,24.61083474,27.32166948,30.03250423
RSL_2983,-11.190208,-77.581511,"Pe4
12_1",12_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.49,0.95,,,,0,0,EGM 2008,23.49,0.95,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,20.64,21.59,22.54,23.49,24.44,25.39,26.34
RSL_2984,-10.882353,-77.694698,"Pe4
13_1",13_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,28.31,3.11,,,,-0.01,5.55,EGM 2008,28.32,4.1680601,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,15.8158197,19.9838798,24.1519399,28.32,32.4880601,36.6561202,40.8241803
RSL_2985,-10.852423,-77.687856,"Pe4
14_1",14_1,Peru,Lima,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,25.84,0.64,,,,-0.01,5.53,EGM 2008,25.85,2.838102359,Other age constraint,Equal to,CRN_SA11-217,,,,,,,,,130,115,Equal to,MIS 5e,2,5,"Saillard et al., 2011
 Regard et al., 2010
 Hsu, 1992
 Machare and Ortlieb, 1992 
 Ortlieb et al., 1991
 Ortlieb and Machare, 1990
 Ortlieb and Machare, 1990
 Hsu et al., 1989",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,17.33569292,20.17379528,23.01189764,25.85,28.68810236,31.52620472,34.36430708
